Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species,Filename
11,Spectrogram 1,1,47.88105509,48.17296982,0,24000,podocnemis_expansa,240815_6733
12,Spectrogram 1,1,60.23634032,60.46679932,0,4493.4,podocnemis_expansa,240815_6733
13,Spectrogram 1,1,211.8532373,212.1067422,0,6132.2,podocnemis_expansa,240815_6733
14,Spectrogram 1,1,233.4052159,233.6529593,0,11735.7,podocnemis_expansa,240815_6733
15,Spectrogram 1,1,233.7681888,234.0370576,0,10784.1,podocnemis_expansa,240815_6733
16,Spectrogram 1,1,235.4428566,235.917218,0,6343.6,podocnemis_expansa,240815_6733
17,Spectrogram 1,1,245.3102834,245.5925957,0,3224.7,podocnemis_expansa,240815_6733
1,Spectrogram 1,1,0.624159793,1.052429435,0,7247.3,podocnemis_expansa,240815_6734
2,Spectrogram 1,1,1.75917037,2.074131003,0,5619.3,podocnemis_expansa,240815_6734
3,Spectrogram 1,1,2.353272057,2.821872024,0,5671.8,podocnemis_expansa,240815_6734
4,Spectrogram 1,1,2.854520383,3.00047775,0,12131.3,podocnemis_expansa,240815_6734
5,Spectrogram 1,1,3.436429359,3.759071959,0,24000,podocnemis_expansa,240815_6734
6,Spectrogram 1,1,3.991446501,4.460046469,0,23947.5,podocnemis_expansa,240815_6734
7,Spectrogram 1,1,4.508058761,4.671300553,0,24000,podocnemis_expansa,240815_6734
8,Spectrogram 1,1,29.31608653,29.6233652,0,6249.5,podocnemis_expansa,240815_6734
9,Spectrogram 1,1,59.81867048,60.16435898,0,6407,podocnemis_expansa,240815_6734
10,Spectrogram 1,1,60.4562729,60.82692779,0,13391.7,podocnemis_expansa,240815_6734
11,Spectrogram 1,1,61.30128853,61.63737457,0,11868.7,podocnemis_expansa,240815_6734
12,Spectrogram 1,1,62.8165549,63.14303849,0,4831.5,podocnemis_expansa,240815_6734
13,Spectrogram 1,1,107.8653638,108.2187343,0,24000,podocnemis_expansa,240815_6734
14,Spectrogram 1,1,108.2340982,108.4991261,0,20691.5,podocnemis_expansa,240815_6734
15,Spectrogram 1,1,181.1546599,181.7308074,0,8560.2,podocnemis_expansa,240815_6734
16,Spectrogram 1,1,267.7992273,268.0892216,0,3098.5,podocnemis_expansa,240815_6734
17,Spectrogram 1,1,284.2980289,284.6072281,0,7037.2,podocnemis_expansa,240815_6734
1,Spectrogram 1,1,77.56752103,77.78837757,0,16814.4,podocnemis_expansa,240815_6735
3,Spectrogram 1,1,78.0188359,78.76590716,0,7808.4,podocnemis_expansa,240815_6735
2,Spectrogram 1,1,78.78511274,79.06166354,0,12646.7,podocnemis_expansa,240815_6735
4,Spectrogram 1,1,79.9358929,80.32383222,0,18347.3,podocnemis_expansa,240815_6735
5,Spectrogram 1,1,81.15540511,81.69890425,0,16718.6,podocnemis_expansa,240815_6735
6,Spectrogram 1,1,82.1041267,82.62457994,0,6515,podocnemis_expansa,240815_6735
7,Spectrogram 1,1,122.4006597,122.6887335,0,17772.5,podocnemis_expansa,240815_6735
8,Spectrogram 1,1,155.5495797,155.8453354,0,6850.3,podocnemis_expansa,240815_6735
9,Spectrogram 1,1,165.1613184,165.3380036,0,6658.7,podocnemis_expansa,240815_6735
10,Spectrogram 1,1,175.5007878,175.7600541,0,12024,podocnemis_expansa,240815_6735
11,Spectrogram 1,1,180.1880647,180.4338876,0,8143.7,podocnemis_expansa,240815_6735
12,Spectrogram 1,1,294.5244057,294.8432073,0,12982,podocnemis_expansa,240815_6735
13,Spectrogram 1,1,294.8470483,295.017972,0,12838.3,podocnemis_expansa,240815_6735
14,Spectrogram 1,1,295.5315073,296.1076548,0,10107.8,podocnemis_expansa,240815_6735
15,Spectrogram 1,1,296.1153367,296.6818818,0,12503,podocnemis_expansa,240815_6735
1,Spectrogram 1,1,2.436738676,3.030170602,0,6661.2,podocnemis_expansa,240815_6736
2,Spectrogram 1,1,56.01960903,56.31536474,0,10138.8,podocnemis_expansa,240815_6736
3,Spectrogram 1,1,56.6245639,56.91071716,0,9746.9,podocnemis_expansa,240815_6736
4,Spectrogram 1,1,70.91468831,71.17587518,0,5142.9,podocnemis_expansa,240815_6736
5,Spectrogram 1,1,71.47355139,71.65791859,0,5779.6,podocnemis_expansa,240815_6736
6,Spectrogram 1,1,78.50977,78.75175195,0,6514.3,podocnemis_expansa,240815_6736
7,Spectrogram 1,1,96.87153646,97.36414258,0,8473.5,podocnemis_expansa,240815_6736
8,Spectrogram 1,1,108.3144117,108.596724,0,22775.5,podocnemis_expansa,240815_6736
9,Spectrogram 1,1,123.5928114,123.8962491,0,9844.9,podocnemis_expansa,240815_6736
10,Spectrogram 1,1,139.1430347,139.3523683,0,6416.3,podocnemis_expansa,240815_6736
11,Spectrogram 1,1,157.0540349,157.3824389,0,6269.4,podocnemis_expansa,240815_6736
12,Spectrogram 1,1,157.3920414,157.5821701,0,22579.6,podocnemis_expansa,240815_6736
13,Spectrogram 1,1,157.8702432,158.5212898,0,6220.4,podocnemis_expansa,240815_6736
14,Spectrogram 1,1,196.6215547,196.786717,0,21795.9,podocnemis_expansa,240815_6736
15,Spectrogram 1,1,196.9057875,197.1573719,0,7249,podocnemis_expansa,240815_6736
16,Spectrogram 1,1,219.9572531,220.2549293,0,6857.1,podocnemis_expansa,240815_6736
17,Spectrogram 1,1,237.8469685,238.1427242,0,5265.6,podocnemis_expansa,240815_6736
18,Spectrogram 1,1,263.8426911,264.0385813,0,18346.4,podocnemis_expansa,240815_6736
19,Spectrogram 1,1,286.0364464,286.487762,0,11806,podocnemis_expansa,240815_6736
20,Spectrogram 1,1,286.7969611,287.2329128,0,13912.2,podocnemis_expansa,240815_6736
21,Spectrogram 1,1,288.6733748,288.9134362,0,2383.4,podocnemis_expansa,240815_6736
1,Spectrogram 1,1,5.997472728,6.335479262,0,24000,podocnemis_expansa,240815_6737
2,Spectrogram 1,1,6.89626283,7.111357897,0,23499,podocnemis_expansa,240815_6737
3,Spectrogram 1,1,16.4967173,16.76366565,0,6914.4,podocnemis_expansa,240815_6737
4,Spectrogram 1,1,16.78287056,17.26107299,0,5862.2,podocnemis_expansa,240815_6737
5,Spectrogram 1,1,17.43391724,17.75848033,0,6363.3,podocnemis_expansa,240815_6737
6,Spectrogram 1,1,19.63287688,19.74618588,0,23298.5,podocnemis_expansa,240815_6737
9,Spectrogram 1,1,22.16634687,22.31038375,0,21695.2,podocnemis_expansa,240815_6737
7,Spectrogram 1,1,24.12716627,24.3518638,0,24000,podocnemis_expansa,240815_6737
8,Spectrogram 1,1,24.54775395,24.86847606,0,23899.8,podocnemis_expansa,240815_6737
11,Spectrogram 1,1,66.29871701,66.56758584,0,12125.3,podocnemis_expansa,240815_6737
12,Spectrogram 1,1,67.1340091,67.38175253,0,5711.9,podocnemis_expansa,240815_6737
13,Spectrogram 1,1,76.73184732,76.95078337,0,23499,podocnemis_expansa,240815_6737
15,Spectrogram 1,1,138.8888277,139.1135252,0,5311.1,podocnemis_expansa,240815_6737
16,Spectrogram 1,1,143.4230457,143.569003,0,6062.6,podocnemis_expansa,240815_6737
17,Spectrogram 1,1,216.5975141,217.0065788,0,6012.5,podocnemis_expansa,240815_6737
1,Spectrogram 1,1,1.920910836,2.18977967,49.5,5690.7,podocnemis_expansa,240815_6738
2,Spectrogram 1,1,25.96519816,26.44340058,0,6532,podocnemis_expansa,240815_6738
3,Spectrogram 1,1,26.45300304,26.93504645,0,5740.2,podocnemis_expansa,240815_6738
4,Spectrogram 1,1,26.96001284,27.37675953,0,5839.2,podocnemis_expansa,240815_6738
5,Spectrogram 1,1,28.42534658,28.84977524,0,6828.9,podocnemis_expansa,240815_6738
6,Spectrogram 1,1,30.44639894,30.68838089,0,5888.7,podocnemis_expansa,240815_6738
7,Spectrogram 1,1,30.74983522,31.26644748,0,6532,podocnemis_expansa,240815_6738
8,Spectrogram 1,1,33.41066928,33.819734,0,23208.2,podocnemis_expansa,240815_6738
9,Spectrogram 1,1,37.09705098,37.38704522,0,5888.7,podocnemis_expansa,240815_6738
10,Spectrogram 1,1,43.49566636,43.69347701,0,6086.6,podocnemis_expansa,240815_6738
11,Spectrogram 1,1,51.0047338,51.31585345,0,5938.1,podocnemis_expansa,240815_6738
12,Spectrogram 1,1,51.56935683,51.94769369,0,5839.2,podocnemis_expansa,240815_6738
13,Spectrogram 1,1,52.44510103,52.82535838,0,6334,podocnemis_expansa,240815_6738
14,Spectrogram 1,1,53.96858437,54.18752042,0,5641.2,podocnemis_expansa,240815_6738
15,Spectrogram 1,1,54.70989416,54.97492201,0,5393.8,podocnemis_expansa,240815_6738
16,Spectrogram 1,1,77.57102698,78.15677694,0,6136.1,podocnemis_expansa,240815_6738
17,Spectrogram 1,1,92.62135289,92.8959832,0,5294.8,podocnemis_expansa,240815_6738
18,Spectrogram 1,1,93.14468687,93.34057702,0,3414.4,podocnemis_expansa,240815_6738
19,Spectrogram 1,1,116.4873069,116.7350503,0,5096.9,podocnemis_expansa,240815_6738
20,Spectrogram 1,1,121.4913754,121.6815041,99,4899,podocnemis_expansa,240815_6738
21,Spectrogram 1,1,168.9845275,169.209225,0,6828.9,podocnemis_expansa,240815_6738
22,Spectrogram 1,1,192.2540414,192.4960233,0,22317.5,podocnemis_expansa,240815_6738
23,Spectrogram 1,1,211.9042768,212.2134759,0,17468,podocnemis_expansa,240815_6738
1,Spectrogram 1,1,1.544075303,1.937776095,0,12733.6,podocnemis_expansa,240815_6739
2,Spectrogram 1,1,2.152201578,2.561266303,0,10323.1,podocnemis_expansa,240815_6739
3,Spectrogram 1,1,88.65461446,88.93884722,0,6288.2,podocnemis_expansa,240815_6739
4,Spectrogram 1,1,89.92789984,90.23325802,0,8279.5,podocnemis_expansa,240815_6739
5,Spectrogram 1,1,90.27742932,90.55590062,0,8803.5,podocnemis_expansa,240815_6739
6,Spectrogram 1,1,90.6519242,90.92079303,0,15091.7,podocnemis_expansa,240815_6739
7,Spectrogram 1,1,91.10900122,91.62369298,0,12314.4,podocnemis_expansa,240815_6739
8,Spectrogram 1,1,91.66978412,91.92713,0,6602.6,podocnemis_expansa,240815_6739
9,Spectrogram 1,1,92.28434041,92.55128876,0,6759.8,podocnemis_expansa,240815_6739
10,Spectrogram 1,1,92.83168054,93.12935675,0,7545.9,podocnemis_expansa,240815_6739
11,Spectrogram 1,1,94.01047799,94.71529843,0,22637.6,podocnemis_expansa,240815_6739
12,Spectrogram 1,1,99.12112312,99.39767392,0,6026.2,podocnemis_expansa,240815_6739
13,Spectrogram 1,1,113.6423967,114.0092106,0,9589.5,podocnemis_expansa,240815_6739
14,Spectrogram 1,1,133.4390462,133.5696397,0,20541.5,podocnemis_expansa,240815_6739
15,Spectrogram 1,1,142.2192144,142.6033127,0,7126.6,podocnemis_expansa,240815_6739
16,Spectrogram 1,1,218.7074076,219.0895854,0,15930.1,podocnemis_expansa,240815_6739
1,Spectrogram 1,1,183.1524395,183.5081425,0,10041.8,podocnemis_expansa,240816_6808
2,Spectrogram 1,1,183.5468059,183.8000509,0,9640.2,podocnemis_expansa,240816_6808
1,Spectrogram 1,1,282.9722174,283.2409278,0,7107.3,podocnemis_expansa,240816_6809
1,Spectrogram 1,1,2.527241744,2.71282589,0,6268.2,podocnemis_expansa,240816_6813
2,Spectrogram 1,1,29.59185079,29.91082354,0,6494.1,podocnemis_expansa,240816_6813
1,Spectrogram 1,1,8.754367848,8.939951994,0,5596.8,podocnemis_expansa,240816_6814
2,Spectrogram 1,1,32.57147877,32.79185995,0,6213.4,podocnemis_expansa,240816_6814
3,Spectrogram 1,1,34.25751111,34.56101852,0,3984.2,podocnemis_expansa,240816_6814
4,Spectrogram 1,1,36.30853649,36.77443002,0,5739.1,podocnemis_expansa,240816_6814
5,Spectrogram 1,1,39.10678195,39.37549233,0,8585,podocnemis_expansa,240816_6814
6,Spectrogram 1,1,61.67583076,62.08566242,0,4932.8,podocnemis_expansa,240816_6814
7,Spectrogram 1,1,68.9444564,69.31562469,0,4980.2,podocnemis_expansa,240816_6814
8,Spectrogram 1,1,83.83563457,84.13720881,0,8253,podocnemis_expansa,240816_6814
9,Spectrogram 1,1,84.67656273,85.11539191,0,13280.6,podocnemis_expansa,240816_6814
10,Spectrogram 1,1,88.88922215,89.12313551,0,13565.2,podocnemis_expansa,240816_6814
11,Spectrogram 1,1,173.6975661,174.0107394,0,5881.4,podocnemis_expansa,240816_6814
12,Spectrogram 1,1,290.6167638,290.8526103,0,6166,podocnemis_expansa,240816_6814
2,Spectrogram 1,1,28.21842767,28.49487072,0,5449.8,podocnemis_expansa,240816_6815
1,Spectrogram 1,1,30.11100265,30.70255212,0,6497.8,podocnemis_expansa,240816_6815
5,Spectrogram 1,1,138.6480895,138.930332,0,5869,podocnemis_expansa,240816_6815
4,Spectrogram 1,1,140.5986593,140.8867014,0,8908.3,podocnemis_expansa,240816_6815
3,Spectrogram 1,1,143.4790843,143.7265298,0,6340.6,podocnemis_expansa,240816_6815
6,Spectrogram 1,1,187.4141695,187.7099443,0,4821,podocnemis_expansa,240816_6815
7,Spectrogram 1,1,188.1178427,188.5064095,0,12733.6,podocnemis_expansa,240816_6815
1,Spectrogram 1,1,4.983126656,5.193841988,0,11811.8,podocnemis_expansa,240816_6816
2,Spectrogram 1,1,26.94165998,27.08858076,0,11670.6,podocnemis_expansa,240816_6816
5,Spectrogram 1,1,62.00342439,62.29533279,0,8658.8,podocnemis_expansa,240816_6816
4,Spectrogram 1,1,62.46158695,62.70323297,0,8329.4,podocnemis_expansa,240816_6816
7,Spectrogram 1,1,248.7123425,249.2536296,0,6964.7,podocnemis_expansa,240816_6816
6,Spectrogram 1,1,249.4682125,249.6963264,0,3529.4,podocnemis_expansa,240816_6816
8,Spectrogram 1,1,261.861685,262.11493,0,10352.9,podocnemis_expansa,240816_6816
1,Spectrogram 1,1,7.875060988,8.223031261,0,6755.1,podocnemis_expansa,240816_6819
2,Spectrogram 1,1,8.895773788,9.239877725,0,12137.3,podocnemis_expansa,240816_6819
3,Spectrogram 1,1,13.79740579,14.14730923,0,20375.3,podocnemis_expansa,240816_6819
4,Spectrogram 1,1,128.7605664,129.066007,0,4338.7,podocnemis_expansa,240816_6819
1,Spectrogram 1,1,190.1348709,191.5557496,0,22988.9,podocnemis_expansa,240816_6820
1,Spectrogram 1,1,101.2658003,102.0042706,0,9905.5,podocnemis_expansa,240816_6821
2,Spectrogram 1,1,135.9605558,136.1983354,0,14833.7,podocnemis_expansa,240816_6821
3,Spectrogram 1,1,170.7956384,171.0875468,0,6997.9,podocnemis_expansa,240816_6821
4,Spectrogram 1,1,172.090862,172.4639635,0,6357.3,podocnemis_expansa,240816_6821
5,Spectrogram 1,1,172.7887383,173.0574487,0,14143.7,podocnemis_expansa,240816_6821
6,Spectrogram 1,1,176.9744954,177.3070003,0,12665.3,podocnemis_expansa,240816_6821
1,Spectrogram 1,1,97.40778917,97.73256142,0,6649.4,podocnemis_expansa,240816_6822
2,Spectrogram 1,1,146.1288004,146.5019019,0,6233.8,podocnemis_expansa,240816_6822
3,Spectrogram 1,1,147.3795602,147.6618028,0,6493.5,podocnemis_expansa,240816_6822
1,Spectrogram 1,1,207.7743228,208.0314341,0,12128.5,podocnemis_expansa,240816_6824
2,Spectrogram 1,1,290.8426364,291.0417527,0,14441.1,podocnemis_expansa,240816_6824
1,Spectrogram 1,1,192.2244188,192.4757307,0,18638.8,podocnemis_expansa,240816_6825
2,Spectrogram 1,1,294.9051155,295.1583605,0,5461.4,podocnemis_expansa,240816_6825
3,Spectrogram 1,1,295.6880486,295.9277614,0,5561.6,podocnemis_expansa,240816_6825
1,Spectrogram 1,1,144.1189277,144.4475663,0,5963.6,podocnemis_expansa,240816_6826
2,Spectrogram 1,1,230.8675227,231.1072356,0,23951.5,podocnemis_expansa,240816_6826
3,Spectrogram 1,1,231.4590722,231.7413148,0,12848.5,podocnemis_expansa,240816_6826
